"Name","State","Notes","User","Tags","Created","Runtime","Sweep","balanced","batch_size","epochs","hidden_layer","learning_rate","minority_weight","optimizer","threshold","trial_number","weight_decay","Epoch","Test F1-score","Test loss","Train F1-score","Train loss"
"11/06-19:48:33 - Trial_78","finished","-","","","2024-11-07T02:35:19.000Z","70","","false","256","42","512","0.051332835770183154","2.226579177844603","Adadelta","0.4578540947232057","","0.0004801915864717074","42","0.685964061744178","0.4377889513969421","0.8264652842168125","0.2903550368334566"
"11/06-19:48:33 - Trial_77","finished","-","","","2024-11-07T02:34:14.000Z","59","","false","224","29","512","0.00006009540423879909","2.563989676780432","SGD","0.41762473698506497","","0.0005645575258454134","29","0.4197063148582949","0.6302635073661804","0.427591966220472","0.6290798056870699"
"11/06-19:48:33 - Trial_76","finished","-","","","2024-11-07T02:32:59.000Z","68","","false","160","34","448","0.03086304331545108","2.2615725445172132","Adadelta","0.3314784189777692","","0.0007280472883312893","34","0.7113469986654442","0.4447475890318552","0.7919171967902094","0.33969677090644834"
"11/06-19:48:33 - Trial_75","finished","-","","","2024-11-07T02:31:45.000Z","68","","false","192","34","512","0.030257697366007055","2.236418084468742","Adadelta","0.4049559029668902","","0.000640587585468161","34","0.7212538171059586","0.4210349183816176","0.7921258398348621","0.35057272298915965"
"11/06-19:48:33 - Trial_74","finished","-","","","2024-11-07T02:30:31.000Z","68","","false","224","39","448","0.04056046072592495","1.8888996782362488","Adadelta","0.5088905153182446","","0.0043203990849986895","39","0.6732105001526962","0.48265191370790655","0.8093032325097155","0.3463791236281395"
"11/06-19:48:33 - Trial_73","finished","-","","","2024-11-07T02:29:08.000Z","77","","false","192","46","512","0.019008454248078472","1.5508975254941684","Adadelta","0.6127075795148756","","0.003212480645589344","46","0.6898282033251407","0.5403782702409304","0.7425215658794946","0.4485963727976825"
"11/06-19:48:33 - Trial_72","finished","-","","","2024-11-07T02:28:11.000Z","51","","false","160","5","512","0.000011301174259209644","1.792933747894592","Adadelta","0.43947778320346975","","0.00009972964310265576","5","0.18370883882149047","0.7501343329747517","0.20011318619128465","0.7556848314073351"
"11/06-19:48:33 - Trial_71","finished","-","","","2024-11-07T02:26:53.000Z","72","","false","192","37","512","0.023983949756403385","1.6673833512302974","Adadelta","0.5348628719311456","","0.00236602369144037","37","0.6792062879370883","0.5426779137207911","0.7789919211147772","0.42569501255009623"
"11/06-19:48:33 - Trial_70","finished","-","","","2024-11-07T02:25:51.000Z","55","","false","256","24","128","0.01089847681832874","2.442977628492144","Nadam","0.3824687188111985","","0.009895264116984817","24","0.6682421396488363","0.4709407806396485","0.7438379531939547","0.4432957970670291"
"11/06-19:48:33 - Trial_69","finished","-","","","2024-11-07T02:24:38.000Z","66","","false","192","39","512","0.06426710030376027","1.4649933663524024","SGD","0.5057398026296076","","0.0014434645407912976","39","0.6777377200127492","0.5687832236289978","0.8765849171535833","0.3499083462599161"
"11/06-19:48:33 - Trial_68","finished","-","","","2024-11-07T02:23:16.000Z","76","","false","224","50","512","0.09939735463163958","1.7953826884104092","Adam","0.4698986766320077","","0.005626078557515579","50","0.5369543226111698","0.7361580025066029","0.5561825210368413","0.7240682933479548"
"11/06-19:48:33 - Trial_67","finished","-","","","2024-11-07T02:22:09.000Z","60","","false","160","27","448","0.04018429925799791","2.07300583293891","SGD","0.5772252487286232","","0.0010024475016249456","27","0.5971350626198602","0.4595660209655762","0.6992284839865573","0.3190963308016459"
"11/06-19:48:33 - Trial_66","finished","-","","","2024-11-07T02:20:58.000Z","64","","false","192","33","512","0.026339844923229876","1.0208932210234758","Adagrad","0.4954260327055384","","0.0037101909697374777","33","0.7012907879029049","0.8554814412043645","0.9838201379089512","0.1852346247917897"
"11/06-19:48:33 - Trial_65","finished","-","","","2024-11-07T02:19:44.000Z","67","","false","256","42","512","0.011978966171877192","1.1921688682558536","SGD","0.39703118735719634","","0.000023014113290295297","42","0.703628194963567","0.6385973334312439","0.7749798158908164","0.5295249415295464"
"11/06-19:48:33 - Trial_64","finished","-","","","2024-11-07T02:18:37.000Z","61","","false","224","30","448","0.0183230806844703","2.6409659920838515","SGD","0.5432802478970006","","0.006776952553525883","30","0.607827309522841","0.4485164122147994","0.6677230438798563","0.39841507375240326"
"11/06-19:48:33 - Trial_63","finished","-","","","2024-11-07T02:17:24.000Z","67","","false","160","35","512","0.07160517366899591","1.6226199370241905","SGD","0.35357772941721877","","0.008482444125899404","35","0.6253245961597074","0.8142785708109538","0.7168245187802935","0.560318042172326"
"11/06-19:48:33 - Trial_62","finished","-","","","2024-11-07T02:16:07.000Z","71","","false","192","48","512","0.05319303410437457","2.3173135570897694","SGD","0.4752270476459884","","0.004772425374771782","48","0.6950391346116203","0.4302860956925612","0.8593559910668869","0.25923571916850835"
"11/06-19:48:33 - Trial_61","finished","-","","","2024-11-07T02:14:55.000Z","66","","false","192","43","512","0.08242820759812114","2.1275634744482823","SGD","0.45171076181390774","","0.007274143622938029","43","0.6767527337613811","0.44749935544454134","0.835760951575907","0.2722835113873353"
"11/06-19:48:33 - Trial_60","finished","-","","","2024-11-07T02:13:53.000Z","56","","false","224","17","384","0.04345607314835888","1.3631571298089626","Nadam","0.6583492694079284","","0.002267493974709425","17","0.43074691805656273","1.1319606791843069","0.4304939962930131","1.0662982184439898"
"11/06-19:48:33 - Trial_59","finished","-","","","2024-11-07T02:12:50.000Z","57","","false","224","22","448","0.005584478713695673","1.0980137775055618","SGD","0.2850382184860517","","0.004915907621799346","22","0.5086315615448438","0.695290289141915","0.5243306844521314","0.7019243650138378"
"11/06-19:48:33 - Trial_58","finished","-","","","2024-11-07T02:11:36.000Z","67","","false","256","31","448","0.03028329065359854","1.518183972509391","SGD","0.4205295949019921","","0.0018157139297760344","31","0.7017175596884062","0.5570802927017212","0.7617156733276517","0.4502113834023475"
"11/06-19:48:33 - Trial_57","finished","-","","","2024-11-07T02:10:16.000Z","74","","false","224","47","512","0.09719898232329575","1.2816962316733314","Adam","0.48880884163335214","","0.0033506597115484787","47","0.4600636498017527","0.8224501718174327","0.4809554061980561","0.8425250891596079"
"11/06-19:48:33 - Trial_56","finished","-","","","2024-11-07T02:08:55.000Z","74","","false","256","58","512","0.013018216175217754","1.1121880394158363","Adagrad","0.7853039580922765","","0.0011406637664597668","58","0.6558332272617987","0.9669331967830658","0.995997987546508","0.05406160985252687"
"11/06-19:48:33 - Trial_55","finished","-","","","2024-11-07T02:07:41.000Z","68","","false","256","52","448","0.04654920848717313","1.3021008536147207","SGD","0.42476558002844206","","0.0028786469920583087","52","0.5899210412159333","0.8831256747245788","0.7020378711988917","0.6286014829363141"
"11/06-19:48:33 - Trial_54","finished","-","","","2024-11-07T02:06:27.000Z","68","","false","256","51","512","0.09879859446896085","1.2860548939203365","SGD","0.48732118056510904","","0.003330375874534408","51","0.7172120841650583","0.6207759201526641","0.8641586141710433","0.3034552697624479"
"11/06-19:48:33 - Trial_53","finished","-","","","2024-11-07T02:05:14.000Z","66","","false","224","44","512","0.07524573050641058","2.191831261146595","SGD","0.3606687068595106","","0.005823936206439485","44","0.7011455246936105","0.4496356086297469","0.8063893712256514","0.30564839858561754"
"11/06-19:48:33 - Trial_52","finished","-","","","2024-11-07T02:04:02.000Z","66","","false","192","43","512","0.0814133472935576","2.1466555631219166","SGD","0.4681136975362462","","0.006207576142759159","43","0.7128224985431669","0.4548435646754045","0.8725596100201196","0.2518402100414843"
"11/06-19:48:33 - Trial_51","finished","-","","","2024-11-07T02:02:54.000Z","62","","false","192","37","512","0.02136359160015671","1.8668677488466252","SGD","0.5568439623596351","","0.004427991327363921","37","0.6428153498108371","0.528474395091717","0.7240702515546391","0.3824319323977908"
"11/06-19:48:33 - Trial_50","finished","-","","","2024-11-07T02:01:49.000Z","59","","false","224","32","448","0.05144251058922321","1.62588953133566","SGD","0.4215824011458701","","0.002279779267945711","32","0.6798662028364999","0.6415195058692585","0.8071995443732185","0.3973099132999778"
"11/06-19:48:33 - Trial_49","finished","-","","","2024-11-07T02:00:42.000Z","61","","false","192","26","448","0.026117784864475142","1.462778649945594","Adam","0.607088423857963","","0.009624115284486713","26","0.5523422050813549","0.6317731554691608","0.578369984891724","0.610964979674365"
"11/06-19:48:33 - Trial_48","finished","-","","","2024-11-07T01:59:30.000Z","65","","false","256","45","512","0.01407480110245904","1.1696590499765585","SGD","0.4828852692821526","","0.0019330225232058573","45","0.695921119633067","0.6497504830360412","0.7898425638522175","0.5023356516446386"
"11/06-19:48:33 - Trial_47","finished","-","","","2024-11-07T01:58:33.000Z","51","","false","224","12","512","0.03217478934130237","1.9188534566462128","SGD","0.3695940404920052","","0.0064767457315077675","12","0.6941558441558442","0.49870626763864","0.7291074620407769","0.46403633058071136"
"11/06-19:48:33 - Trial_46","finished","-","","","2024-11-07T01:57:27.000Z","60","","false","192","32","512","0.0637341614323348","1.3380602387720335","SGD","0.4394942282664207","","0.003534741742720841","32","0.7016564137911493","0.6202260439212506","0.8055076897173359","0.3764635477517102"
"11/06-19:48:33 - Trial_45","finished","-","","","2024-11-07T01:56:26.000Z","55","","false","224","21","448","0.05830701439438035","1.1743885461847885","SGD","0.4834020150469523","","0.00558960975020737","21","0.6967103728244133","0.7034642696380615","0.7740981862817601","0.5091490913182497"
"11/06-19:48:33 - Trial_44","finished","-","","","2024-11-07T01:55:23.000Z","56","","false","256","28","448","0.03810849115459674","1.970384323795359","SGD","0.38525214632666993","","0.003965845936562217","28","0.6771239623186462","0.4823327213525772","0.7777370344425492","0.38277895961488995"
"11/06-19:48:33 - Trial_43","finished","-","","","2024-11-07T01:54:18.000Z","58","","false","192","30","448","0.03416046074615824","1.923399256987966","SGD","0.4582663532270516","","0.004500910977954543","30","0.7174879994827144","0.4902767309775719","0.788347080234356","0.4020120445135477"
"11/06-19:48:33 - Trial_42","finished","-","","","2024-11-07T01:53:12.000Z","60","","false","224","31","512","0.027751151559395625","1.3867180708597473","SGD","0.463213947994552","","0.003099711921970294","31","0.7130334859502648","0.584698265249079","0.8197064080611788","0.4294761307537556"
"11/06-19:48:33 - Trial_41","finished","-","","","2024-11-07T01:52:01.000Z","64","","false","224","41","512","0.09593813361536556","1.110792501828711","SGD","0.5816906198805942","","0.007749490451119368","41","0.6984292119335034","0.6615705598484386","0.843244134880851","0.37342196237295866"
"11/06-19:48:33 - Trial_40","finished","-","","","2024-11-07T01:50:53.000Z","62","","false","256","36","512","0.035335570072341935","1.2412060594367322","SGD","0.6408236291553041","","0.0028705376072493587","36","0.6145731308138502","0.6412683963775635","0.6952771146852883","0.4546481530581202"
"11/06-19:48:33 - Trial_39","finished","-","","","2024-11-07T01:49:42.000Z","65","","false","224","41","512","0.03914022449631504","1.1721698176136237","SGD","0.6082908431357257","","0.002551123872036177","41","0.7198151609215454","0.6434040882370688","0.8562813319309657","0.379268535412848"
"11/06-19:48:33 - Trial_38","finished","-","","","2024-11-07T01:48:24.000Z","71","","false","224","40","512","0.02196845413514646","1.4385658272029338","Adadelta","0.4533775677768913","","0.009091484766830195","40","0.7056664855633622","0.5685751167210665","0.7825108700286221","0.4775573071092367"
"11/06-19:48:33 - Trial_37","finished","-","","","2024-11-07T01:47:09.000Z","69","","false","224","37","512","0.03050012214519112","1.4349047272545778","Adadelta","0.4457992646695985","","0.009545364750394086","37","0.7155654699263865","0.5808317769657482","0.7976691159192775","0.45189748145639896"
"11/06-19:48:33 - Trial_36","finished","-","","","2024-11-07T01:45:54.000Z","69","","false","224","37","512","0.023041435664768788","1.14219320453214","Adadelta","0.45313763112743144","","0.0003846245666804212","37","0.7366983403931398","0.6013510227203369","0.7768042344511368","0.5160287981852889"
"11/06-19:48:33 - Trial_35","finished","-","","","2024-11-07T01:44:37.000Z","71","","false","224","40","512","0.01761690620962084","1.412161564318401","Adadelta","0.5193020343568676","","0.0003148774701850141","40","0.7061465028467265","0.5692119219086387","0.7599436683224753","0.5101290866732597"
"11/06-19:48:33 - Trial_34","finished","-","","","2024-11-07T01:43:13.000Z","78","","false","192","51","448","0.06428136155468285","1.7001281054811677","Adadelta","0.6592449307288445","","0.0000665385440432459","51","0.6561492009638812","0.678344896206489","0.925776251206193","0.1611764080621101"
"11/06-19:48:33 - Trial_33","finished","-","","","2024-11-07T01:41:57.000Z","70","","false","192","38","512","0.022406511649712232","1.717477751588004","Adadelta","0.5183604288052452","","0.00012420274324689468","38","0.7096968176789895","0.5062874349263998","0.7651153994124436","0.4278782638343605"
"11/06-19:48:33 - Trial_32","finished","-","","","2024-11-07T01:40:23.000Z","87","","false","96","48","448","0.006846534407432936","2.973321782199446","Adadelta","0.5578039859030635","","0.0004055010227611111","48","0.5935632719330024","0.4535284984111786","0.6326220138944144","0.4116793081567094"
"11/06-19:48:33 - Trial_31","finished","-","","","2024-11-07T01:38:57.000Z","80","","false","96","36","512","0.0025605555615006268","2.4383375451466938","Adadelta","0.4578284731882723","","0.0001894572525004552","36","0.4555249300641765","0.5097786366939545","0.45261334830890065","0.5101644396781921"
"11/06-19:48:33 - Trial_30","finished","-","","","2024-11-07T01:37:20.000Z","90","","false","128","69","384","0.00980678820864265","2.045999758474264","Adadelta","0.5901614421237361","","0.000577679473615021","69","0.6216747123054532","0.4426232592055672","0.6877840576766461","0.38233466020652224"
"11/06-19:48:33 - Trial_29","finished","-","","","2024-11-07T01:35:47.000Z","86","","false","128","55","448","0.03405257536716199","1.7223742965535165","Adadelta","0.7041313643244022","","0.00022064755978357025","55","0.6634922104398822","0.6065241663079513","0.8534101689588567","0.22869156886424336"
"11/06-19:48:33 - Trial_28","finished","-","","","2024-11-07T01:34:18.000Z","83","","false","160","62","384","0.007305263249982473","1.3685390123017742","Adadelta","0.5495416560311913","","0.00006763780395432393","62","0.6972480385860189","0.5971199194590251","0.7357010431080273","0.5391965660783979"
"11/06-19:48:33 - Trial_27","finished","-","","","2024-11-07T01:32:46.000Z","86","","false","128","55","448","0.00846045442229195","1.7801272695835253","Adadelta","0.528546768131404","","0.00019886002289829015","55","0.7045103958313343","0.49479862733891133","0.7396989256948256","0.4547102962221418"
"11/06-19:48:33 - Trial_26","finished","-","","","2024-11-07T01:31:03.000Z","96","","true","96","66","384","0.00905190104035296","1.5832128220134414","Adadelta","0.5154086837322058","","0.0002263737998109762","66","0.703991387178289","0.6193001914024353","0.8436225385994058","0.4487245332550358"
"11/06-19:48:33 - Trial_25","finished","-","","","2024-11-07T01:29:40.000Z","77","","true","160","81","128","0.0019454367257910716","1.514584261325063","Adagrad","0.1782306092381692","","0.0026533979069471424","81","0.6474706115440496","0.6694136559963226","0.850607270901868","0.17262592746151817"
"11/06-19:48:33 - Trial_24","finished","-","","","2024-11-07T01:28:03.000Z","91","","true","128","99","256","0.00022013141496097285","1.014215803576369","RMSprop","0.24886415656345628","","0.0007946825239725849","99","0.6715377449354997","1.4777293958162006","0.995895564945866","0.021313814047191824"
"11/06-19:48:33 - Trial_23","finished","-","","","2024-11-07T01:26:21.000Z","95","","true","96","100","256","0.008001969106929727","1.0353032569248424","RMSprop","0.29512046608655695","","0.0002085582463649379","100","0.7044827277813482","1.8275446724891664","0.9899532525908484","0.1842782439512981"
"11/06-19:48:33 - Trial_22","finished","-","","","2024-11-07T01:24:38.000Z","96","","true","64","72","320","0.0012947920035427723","2.141679486958569","RMSprop","0.3924802507194567","","0.0016444688506720162","72","0.6832169287259108","0.7086030695889447","0.9949049407727302","0.09791903248107112"
"11/06-19:48:33 - Trial_21","finished","-","","","2024-11-07T01:23:03.000Z","89","","true","96","74","320","0.0004080915599244332","1.60825357697128","RMSprop","0.32184825887909563","","0.0008888884918829085","74","0.7012789620265594","0.970622217655182","0.9961778385466552","0.022837916036715377"
"11/06-19:48:33 - Trial_20","finished","-","","","2024-11-07T01:21:53.000Z","64","","true","96","18","192","0.04891078889891998","1.524160308190282","Adam","0.17336712051431924","","0.00004608401914523976","18","0.6164342661705914","0.8117665624618531","0.7941236878937233","0.5146372229666323"
"11/06-19:48:33 - Trial_19","finished","-","","","2024-11-07T01:19:40.000Z","127","","true","32","88","64","0.00012846208600901431","2.6626198908303875","RMSprop","0.7374123875232275","","0.00025082779411111","88","0.6537435966700424","1.4012128529516426","0.9981604163921354","0.02391904877178472"
"11/06-19:48:33 - Trial_18","finished","-","","","2024-11-07T01:18:06.000Z","88","","false","64","32","512","0.015627951115071783","3.9954813464765095","Nadam","0.21788671484719052","","0.0013154175073346805","32","0.6790277962691755","0.4786357082225181","0.7400989309548193","0.3910713405222506"
"11/06-19:48:33 - Trial_17","finished","-","","","2024-11-07T01:16:40.000Z","79","","true","128","61","384","0.0017793763958163127","3.1833171790106496","RMSprop","0.33525143953959446","","0.00004129698143060933","61","0.6893262056910299","1.179778986855557","0.9949058026418416","0.03411608096212149"
"11/06-19:48:33 - Trial_16","finished","-","","","2024-11-07T01:15:19.000Z","74","","true","256","24","192","0.00018223468435433248","1.3062965460200855","Nadam","0.8818068679294377","","0.000011416172608804856","24","0.6506109632056796","0.7941285729408264","0.9554680665548952","0.0985611097088882"
"11/06-19:48:33 - Trial_15","finished","-","","","2024-11-07T01:13:25.000Z","111","","true","64","83","384","0.013608950152844796","2.332196869979951","Adagrad","0.42320373966097935","","0.001373013193819872","83","0.6972087870845112","0.6426784492827751","0.9990094692608192","0.03160910204321415"
"11/06-19:48:33 - Trial_14","finished","-","","","2024-11-07T01:12:05.000Z","77","","true","64","28","320","0.003858069330266045","2.296512624900862","Adadelta","0.24571124102683023","","0.00013104975230368378","28","0.3655535995976315","0.5747858430888202","0.5062241423497968","0.5431423713495066"
"11/06-19:48:33 - Trial_13","finished","-","","","2024-11-07T01:09:31.000Z","151","","true","32","92","192","0.02336535932262526","1.233034269641225","Nadam","0.40426475110150945","","0.0001095712650278192","92","0.5840637008572274","0.9290381782763714","0.7952010419828826","0.5653440052837269"
"11/06-19:48:33 - Trial_12","finished","-","","","2024-11-07T01:07:37.000Z","111","","true","64","90","320","0.004220196170468037","1.2150947189189958","RMSprop","0.3384061964441388","","0.0001668114127707463","90","0.6982209536707975","1.4136048410389874","0.9934897456314196","0.1079286477687928"
"11/06-19:48:33 - Trial_11","finished","-","","","2024-11-07T01:04:58.000Z","157","","true","32","98","256","0.0007380296202996662","1.9882056120710696","Adagrad","0.30693948858254405","","0.00040443509643559066","98","0.6798009463207701","0.6126307033606477","0.956786710876334","0.10584442113521952"
"11/06-19:48:33 - Trial_10","finished","-","","","2024-11-07T01:04:05.000Z","50","","false","224","9","64","0.09038494776878853","1.0001496872365196","Adadelta","0.8882972367652373","","0.000651233457213559","9","0.4381753411683671","0.642181396484375","0.4328453394093821","0.6000196672976017"
"11/06-19:48:33 - Trial_9","finished","-","","","2024-11-07T01:02:32.000Z","90","","true","160","76","384","0.00002837419846187542","1.8189728563070653","Nadam","0.1074187883973635","","0.000018201983582515","76","0.646452190084607","0.704999707142512","0.9126683127412472","0.07722572187582652"
"11/06-19:48:33 - Trial_8","finished","-","","","2024-11-07T01:01:37.000Z","52","","true","128","8","512","0.0000334603356281522","3.1057304346355825","Nadam","0.24136980038615763","","0.000040196345440660634","8","0.5581387561558806","0.4760031982472068","0.7146792228163104","0.39664036514503614"
"11/06-19:48:33 - Trial_7","finished","-","","","2024-11-07T01:00:37.000Z","57","","true","192","24","448","0.00004789206458271067","2.7555995783815","SGD","0.4818646171114961","","0.00030470132313338983","24","0.21194653858387005","0.6936416855225196","0.33791675403314464","0.6905428235595291"
"11/06-19:48:33 - Trial_6","finished","-","","","2024-11-07T00:59:13.000Z","81","","true","64","45","448","0.00498687527564312","3.5315178731837142","SGD","0.17848993250206072","","0.00008438817277366841","45","0.5481686046511628","0.4904257437667331","0.6909352264777704","0.3842033636462581"
"11/06-19:48:33 - Trial_5","finished","-","","","2024-11-07T00:57:53.000Z","77","","true","32","15","512","0.002898960504462469","2.4566284278068182","Nadam","0.1316615007513982","","0.00013350703737207215","15","0.7022167951444267","0.8126152475943437","0.987114889737023","0.08480441373060732"
"11/06-19:48:33 - Trial_4","finished","-","","","2024-11-07T00:56:32.000Z","79","","true","96","45","448","0.0036303228773226425","3.665667497428581","Adam","0.11429975290138392","","0.00461318088021","45","0.6096874779541446","0.554707487821579","0.8274540676598737","0.24907189909670804"
"11/06-19:48:33 - Trial_3","finished","-","","","2024-11-07T00:55:19.000Z","71","","false","192","55","256","0.0005430762969119064","3.732226842294949","Adam","0.5118246692195483","","0.005683724950858978","55","0.6937302649183837","0.5334523113874289","0.9934215324770048","0.10207508363433786"
"11/06-19:48:33 - Trial_2","finished","-","","","2024-11-07T00:52:52.000Z","145","","false","32","64","512","0.000017610952564859764","1.858955243194524","RMSprop","0.6152359196680275","","0.004688881399320878","64","0.6646471014416546","0.5241457439354948","0.8723546781008026","0.2281295779536213"
"11/06-19:48:33 - Trial_1","finished","-","","","2024-11-07T00:51:45.000Z","64","","false","96","40","128","0.000036972719798327494","2.7471203641369657","RMSprop","0.6347655032277035","","0.0063988214492115576","40","0.6062080387023179","0.4394031691551208","0.7273265920884429","0.29370214246414805"
"11/06-19:48:33 - Trial_0","finished","-","","","2024-11-07T00:50:12.000Z","91","","true","96","74","320","0.00041206559714813273","1.5971086465499271","RMSprop","0.32081830209491724","","0.00046550976326853623","74","0.6979575200862362","1.0460373163223269","0.9981604163921354","0.013985353534588137"